AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,State_ID,ID,Base Year,Base,Projected Year,Projection,Change,Percent Change,Average Annual Openings,MajorGroupCode,MajorGroup,MinorGroup,MinorGroupDescr,JobDescription,RJ_1,RJ_2,RJ_3,RJ_4,RJ_5,RJ_6,RJ_7,RJ_8,RJ_9,RJ_10,RJ_11,RJ_12,RJ_13,RJ_14,RJ_15,RJ_16,RJ_17,RJ_18,RJ_19,RJ_20,RJ_21,RJ_22,RJ_23,RJ_24,RJ_25,RJ_26,RJ_27,RJ_28,RJ_29,RJ_30,RJ_31,RJ_32,RJ_33,RJ_34,RJ_35,RJ_36,RJ_37,RJ_38,RJ_39,RJ_40,RJ_41,RJ_42,RJ_43,RJ_44,RJ_45,RJ_46,RJ_47,RJ_48,RJ_49,RJ_50,RJ_51,RJ_52,RJ_53,RJDescr_1,RJDescr_2,RJDescr_3,RJDescr_4,RJDescr_5,RJDescr_6,RJDescr_7,RJDescr_8,RJDescr_9,RJDescr_10,RJDescr_11,RJDescr_12,RJDescr_13,RJDescr_14,RJDescr_15,RJDescr_16,RJDescr_17,RJDescr_18,RJDescr_19,RJDescr_20,RJDescr_21,RJDescr_22,RJDescr_23,RJDescr_24,RJDescr_25,RJDescr_26,RJDescr_27,RJDescr_28,RJDescr_29,RJDescr_30,RJDescr_31,RJDescr_32,RJDescr_33,RJDescr_34,RJDescr_35,RJDescr_36,RJDescr_37,RJDescr_38,RJDescr_39,RJDescr_40,RJDescr_41,RJDescr_42,RJDescr_43,RJDescr_44,RJDescr_45,RJDescr_46,RJDescr_47,RJDescr_48,RJDescr_49,RJDescr_50,RJDescr_51,RJDescr_52,RJDescr_53,MajorGroupIndex,Education,EducationIndex,Training,TrainingIndex,Experience,ExperienceIndex,STEM,STEMIndex
0,USA, United States,30-Nov,Training and Development Managers,broad,31430,1.3,,,53.69,111680,0.7,26.85,36.49,49.35,65.13,86.71,55850,75900,102640,135480,180360,,,0,0-11-3130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0,USA, United States,Nov-31,Training and Development Managers,detailed,31430,1.3,,,53.69,111680,0.7,26.85,36.49,49.35,65.13,86.71,55850,75900,102640,135480,180360,,,0,0-11-3131,2014,32900,2024,35200,2300,7,1190,11-0000,Management ,Nov-00,Operations Specialties Managers,"Plan, direct, or coordinate the training and development activities and staff of an organization.",21-Nov,22-Nov,Nov-31,Nov-61,Nov-71,21-Nov,Nov-33,Nov-51,13-1151,43-1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marketing Managers,Sales Managers,Public Relations and Fundraising Managers,Purchasing Managers,"Transportation, Storage, and Distribution Managers",Human Resources Managers,"Education Administrators, Postsecondary",Social and Community Service Managers,Training and Development Specialists,First-Line Supervisors of Office and Administrative Support Workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Bachelor's degree,5,5 years or more,2,None,0,Non-STEM,1
0,USA, United States,Nov-00,Other Management Occupations,minor,2185950,0.3,,,45.85,95360,0.2,20,28.47,41.29,57.51,76.29,41600,59210,85880,119620,158690,,,0,0-11-9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0,USA, United States,10-Nov,"Farmers, Ranchers, and Other Agricultural Managers",broad,4370,5.9,,,33.6,69880,2.3,15.92,22.08,30.85,40.08,54.39,33110,45930,64170,83360,113140,,,0,0-11-9010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0,USA, United States,13-Nov,"Farmers, Ranchers, and Other Agricultural Managers",detailed,4370,5.9,,,33.6,69880,2.3,15.92,22.08,30.85,40.08,54.39,33110,45930,64170,83360,113140,,,0,0-11-9013,2014,929800,2024,911700,-18100,-1.9,15840,11-0000,Management ,Nov-00,Other Management Occupations,"Plan, direct, or coordinate the management or operation of farms, ranches, greenhouses, aquacultural operations, nurseries, timber tracts, or other agricultural establishments. May hire, train, and supervise farm workers or contract for services to carry out the day-to-day activities of the managed operation. May engage in or supervise planting, cultivating, harvesting, and financial and marketing activities.",Nov-51,11-1021,19-1031,19-4093,33-1021,37-1012,45-1011,45-2011,45-4011,53-1031,19-1031,19-2043,19-1012,29-9011,19-4091,17-2121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Production Managers,General and Operations Managers,Conservation Scientists,Forest and Conservation Technicians,First-Line Supervisors of Fire Fighting and Prevention Workers,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",Agricultural Inspectors,Forest and Conservation Workers,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,Conservation Scientists,Hydrologists,Food Scientists and Technologists,Occupational Health and Safety Specialists,"Environmental Science and Protection Technicians, Including Health",Marine Engineers and Naval Architects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,High school diploma or equivalent,1,5 years or more,2,None,0,STEM,0
0,USA, United States,20-Nov,Construction Managers,broad,239640,1,,,46.88,97510,0.5,25.17,32.06,42.02,56.45,74.61,52350,66680,87400,117420,155200,,,0,0-11-9020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0,USA, United States,21-Nov,Construction Managers,detailed,239640,1,,,46.88,97510,0.5,25.17,32.06,42.02,56.45,74.61,52350,66680,87400,117420,155200,,,0,0-11-9021,2014,373200,2024,391100,17800,4.8,7010,11-0000,Management ,Nov-00,Other Management Occupations,"Plan, direct, or coordinate, usually through subordinate supervisory personnel, activities concerned with the construction and maintenance of structures, facilities, and systems. Participate in the conceptual development of a construction project and oversee its organization, scheduling, budgeting, and implementation. Includes managers in specialized construction fields, such as carpentry or plumbing.",Nov-71,Nov-41,11-1021,17-2051,17-2081,17-2111,17-2199,19-1031,29-9011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Transportation, Storage, and Distribution Managers",Architectural and Engineering Managers,General and Operations Managers,Civil Engineers,Environmental Engineers,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","Engineers, All Other",Conservation Scientists,Occupational Health and Safety Specialists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Bachelor's degree,5,None,0,Moderate-term on-the-job training,2,STEM,0
0,USA, United States,30-Nov,Education Administrators,broad,449430,0.5,,,43.74,90970,0.5,22.06,30.84,41.01,53.29,67.78,45890,64150,85290,110840,140970,,,0,0-11-9030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0,USA, United States,Nov-31,"Education Administrators, Preschool and Childcare Center/Program",detailed,46760,1.6,,,25.37,52760,1,13.89,16.9,21.96,29.87,41.76,28890,35150,45670,62130,86870,,,0,0-11-9031,2014,64000,2024,68200,4200,6.6,2290,11-0000,Management ,Nov-00,Other Management Occupations,"Plan, direct, or coordinate the academic and nonacademic activities of preschool and childcare centers or programs.",21-Nov,21-1011,21-1091,21-2021,25-2053,25-2054,39-9032,41-1012,43-1011,43-4051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Human Resources Managers,Substance Abuse and Behavioral Disorder Counselors,Health Educators,"Directors, Religious Activities and Education","Special Education Teachers, Middle School","Special Education Teachers, Secondary School",Recreation Workers,First-Line Supervisors of Non-Retail Sales Workers,First-Line Supervisors of Office and Administrative Support Workers,Customer Service Representatives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Bachelor's degree,5,Less than 5 years,1,None,0,Non-STEM,1
0,USA, United States,Nov-32,"Education Administrators, Elementary and Secondary School",detailed,235110,0.6,,,*,92940,0.5,*,*,*,*,*,59070,72380,90410,111820,131310,TRUE,,0,0-11-9032,2014,240000,2024,254000,14000,5.8,8380,11-0000,Management ,Nov-00,Other Management Occupations,"Plan, direct, or coordinate the academic, administrative, or auxiliary activities of public or private elementary or secondary level schools.",21-Nov,Nov-31,Nov-31,Nov-33,Nov-51,21-2011,25-1111,25-1192,25-9031,29-1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Human Resources Managers,Training and Development Managers,"Education Administrators, Preschool and Childcare Center/Program","Education Administrators, Postsecondary",Social and Community Service Managers,Clergy,"Criminal Justice and Law Enforcement Teachers, Postsecondary","Home Economics Teachers, Postsecondary",Instructional Coordinators,Dietitians and Nutritionists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Master's degree,6,5 years or more,2,None,0,Non-STEM,1
0,USA, United States,Nov-33,"Education Administrators, Postsecondary",detailed,135690,1,,,49.33,102610,0.7,24.15,31.45,42.59,59.28,83.79,50240,65410,88580,123310,174280,,,0,0-11-9033,2014,175100,2024,190300,15200,8.7,6610,11-0000,Management ,Nov-00,Other Management Occupations,"Plan, direct, or coordinate research, instructional, student administration and services, and other educational activities at postsecondary institutions, including universities, colleges, and junior and community colleges.",21-Nov,Nov-31,Nov-32,13-1151,21-1012,21-2011,25-1081,25-1082,25-1113,25-9031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Human Resources Managers,Training and Development Managers,"Education Administrators, Elementary and Secondary School",Training and Development Specialists,"Educational, Guidance, School, and Vocational Counselors",Clergy,"Education Teachers, Postsecondary","Library Science Teachers, Postsecondary","Social Work Teachers, Postsecondary",Instructional Coordinators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Master's degree,6,Less than 5 years,1,None,0,Non-STEM,1
0,USA, United States,Nov-39,"Education Administrators, All Other",detailed,31880,1.8,,,39.89,82970,1.6,20.1,26.63,36.99,49.35,61.64,41810,55390,76930,102660,128210,,,0,0-11-9039,2014,37800,2024,39300,1500,4,1250,11-0000,Management ,Nov-00,Other Management Occupations,All education administrators not listed separately.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Bachelor's degree,5,Less than 5 years,1,None,0,Non-STEM,1
0,USA, United States,Nov-40,Architectural and Engineering Managers,broad,179770,0.9,,,68.1,141650,0.5,40.73,51.11,63.85,79.39,#,84710,106320,132800,165130,#,,,0,0-11-9040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0,USA, United States,Nov-41,Architectural and Engineering Managers,detailed,179770,0.9,,,68.1,141650,0.5,40.73,51.11,63.85,79.39,#,84710,106320,132800,165130,#,,,0,0-11-9041,2014,182100,2024,185800,3700,2,5950,11-0000,Management ,Nov-00,Other Management Occupations,"Plan, direct, or coordinate activities in such fields as architecture and engineering or research and development in these fields.",21-Nov,13-1081,17-1011,17-2051,17-2111,17-2112,17-2121,17-2199,25-1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction Managers,Logisticians,"Architects, Except Landscape and Naval",Civil Engineers,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Industrial Engineers,Marine Engineers and Naval Architects,"Engineers, All Other","Engineering Teachers, Postsecondary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Bachelor's degree,5,5 years or more,2,None,0,STEM,0
0,USA, United States,Nov-50,Food Service Managers,broad,201370,1,,,25.79,53640,0.6,13.84,18.01,23.41,30.32,39.91,28780,37450,48690,63070,83010,,,0,0-11-9050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0,USA, United States,Nov-51,Food Service Managers,detailed,201370,1,,,25.79,53640,0.6,13.84,18.01,23.41,30.32,39.91,28780,37450,48690,63070,83010,,,0,0-11-9051,2014,305000,2024,320700,15700,5.1,7710,11-0000,Management ,Nov-00,Other Management Occupations,"Plan, direct, or coordinate activities of an organization or department that serves food and beverages.",Nov-51,Nov-81,11-1021,35-1011,35-1012,37-1011,39-1021,41-1011,53-1021,53-1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Production Managers,Lodging Managers,General and Operations Managers,Chefs and Head Cooks,First-Line Supervisors of Food Preparation and Serving Workers,First-Line Supervisors of Housekeeping and Janitorial Workers,First-Line Supervisors of Personal Service Workers,First-Line Supervisors of Retail Sales Workers,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,High school diploma or equivalent,1,Less than 5 years,1,None,0,Non-STEM,1
0,USA, United States,Nov-60,Funeral Service Managers,broad,8300,3.2,,,40.61,84470,2.5,18.52,25.62,34.08,47.72,68.63,38530,53280,70890,99250,142750,,,0,0-11-9060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0,USA, United States,Nov-61,Funeral Service Managers,detailed,8300,3.2,,,40.61,84470,2.5,18.52,25.62,34.08,47.72,68.63,38530,53280,70890,99250,142750,,,0,0-11-9061,2014,29300,2024,30300,1000,3.3,740,11-0000,Management ,Nov-00,Other Management Occupations,"Plan, direct, or coordinate the services or resources of funeral homes. Includes activities such as determining prices for services or merchandise and managing the facilities of funeral homes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Associate's degree,4,Less than 5 years,1,None,0,Non-STEM,1
0,USA, United States,Nov-70,Gaming Managers,broad,3950,4,,,37.39,77770,1.3,20.73,25.55,32.88,43.6,58.82,43130,53140,68380,90680,122350,,,0,0-11-9070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0,USA, United States,Nov-71,Gaming Managers,detailed,3950,4,,,37.39,77770,1.3,20.73,25.55,32.88,43.6,58.82,43130,53140,68380,90680,122350,,,0,0-11-9071,2014,3800,2024,3800,0,-0.6,80,11-0000,Management ,Nov-00,Other Management Occupations,"Plan, direct, or coordinate gaming operations in a casino. May formulate house rules.",11-Nov,Nov-81,11-1021,39-1011,39-1021,39-9041,41-1011,41-1012,43-1011,53-1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Administrative Services Managers,Lodging Managers,General and Operations Managers,Gaming Supervisors,First-Line Supervisors of Personal Service Workers,Residential Advisors,First-Line Supervisors of Retail Sales Workers,First-Line Supervisors of Non-Retail Sales Workers,First-Line Supervisors of Office and Administrative Support Workers,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,High school diploma or equivalent,1,Less than 5 years,1,None,0,Non-STEM,1
0,USA, United States,Nov-80,Lodging Managers,broad,35480,2.9,,,27.79,57810,1.2,13.6,17.64,23.91,32.44,45.35,28300,36700,49720,67460,94330,,,0,0-11-9080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0,USA, United States,Nov-81,Lodging Managers,detailed,35480,2.9,,,27.79,57810,1.2,13.6,17.64,23.91,32.44,45.35,28300,36700,49720,67460,94330,,,0,0-11-9081,2014,48400,2024,52100,3700,7.6,1300,11-0000,Management ,Nov-00,Other Management Occupations,"Plan, direct, or coordinate activities of an organization or department that provides lodging and other accommodations.",11-Nov,Nov-71,Nov-51,Nov-71,11-1021,39-1021,39-9041,41-1012,43-1011,53-1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Administrative Services Managers,"Transportation, Storage, and Distribution Managers",Food Service Managers,Gaming Managers,General and Operations Managers,First-Line Supervisors of Personal Service Workers,Residential Advisors,First-Line Supervisors of Non-Retail Sales Workers,First-Line Supervisors of Office and Administrative Support Workers,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,High school diploma or equivalent,1,Less than 5 years,1,None,0,Non-STEM,1
0,USA, United States,10-Nov,Medical and Health Services Managers,broad,314950,0.6,,,50.99,106070,0.4,27.03,34.86,45.43,59.49,79.51,56230,72510,94500,123740,165380,,,0,0-11-9110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0,USA, United States,11-Nov,Medical and Health Services Managers,detailed,314950,0.6,,,50.99,106070,0.4,27.03,34.86,45.43,59.49,79.51,56230,72510,94500,123740,165380,,,0,0-11-9111,2014,333000,2024,389300,56300,16.9,14050,11-0000,Management ,Nov-00,Other Management Occupations,"Plan, direct, or coordinate medical and health services in hospitals, clinics, managed care organizations, public health agencies, or similar organizations.",Nov-61,21-Nov,Nov-31,Nov-32,Nov-33,Nov-51,11-1011,13-1111,25-9031,29-1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purchasing Managers,Human Resources Managers,Training and Development Managers,"Education Administrators, Elementary and Secondary School","Education Administrators, Postsecondary",Social and Community Service Managers,Chief Executives,Management Analysts,Instructional Coordinators,Dietitians and Nutritionists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Bachelor's degree,5,Less than 5 years,1,None,0,Non-STEM,1
0,USA, United States,20-Nov,Natural Sciences Managers,broad,53450,2.1,,,65.66,136570,1.5,33.29,44.23,57.77,78.13,#,69250,91990,120160,162510,#,,,0,0-11-9120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0,USA, United States,21-Nov,Natural Sciences Managers,detailed,53450,2.1,,,65.66,136570,1.5,33.29,44.23,57.77,78.13,#,69250,91990,120160,162510,#,,,0,0-11-9121,2014,55100,2024,56900,1800,3.3,1330,11-0000,Management ,Nov-00,Other Management Occupations,"Plan, direct, or coordinate activities in such fields as life sciences, physical sciences, mathematics, statistics, and research and development in these fields.",19-1011,19-1013,19-1020,19-1023,19-1031,19-2032,19-2041,19-2099,25-1043,25-1052,Nov-99,13-1041,13-2011,15-2041,13-2099,13-1111,13-1151,13-1071,19-4061,43-4051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal Scientists,Soil and Plant Scientists,,Zoologists and Wildlife Biologists,Conservation Scientists,Materials Scientists,"Environmental Scientists and Specialists, Including Health","Physical Scientists, All Other","Forestry and Conservation Science Teachers, Postsecondary","Chemistry Teachers, Postsecondary","Managers, All Other",Compliance Officers,Accountants and Auditors,Statisticians,"Financial Specialists, All Other",Management Analysts,Training and Development Specialists,Human Resources Specialists,Social Science Research Assistants,Customer Service Representatives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Bachelor's degree,5,5 years or more,2,None,0,STEM,0
0,USA, United States,30-Nov,Postmasters and Mail Superintendents,broad,14770,0,,,33.92,70540,0.1,26.01,29.54,33.96,38.45,42.45,54100,61450,70640,79970,88300,,,0,0-11-9130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0,USA, United States,Nov-31,Postmasters and Mail Superintendents,detailed,14770,0,,,33.92,70540,0.1,26.01,29.54,33.96,38.45,42.45,54100,61450,70640,79970,88300,,,0,0-11-9131,2014,17300,2024,12800,-4600,-26.2,380,11-0000,Management ,Nov-00,Other Management Occupations,"Plan, direct, or coordinate operational, administrative, management, and supportive services of a U.S. post office; or coordinate activities of workers engaged in postal and related work in assigned post office.",11-Nov,Nov-71,Nov-81,11-1021,13-1022,39-1021,39-9041,43-1011,53-1021,53-1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Administrative Services Managers,"Transportation, Storage, and Distribution Managers",Lodging Managers,General and Operations Managers,"Wholesale and Retail Buyers, Except Farm Products",First-Line Supervisors of Personal Service Workers,Residential Advisors,First-Line Supervisors of Office and Administrative Support Workers,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,High school diploma or equivalent,1,Less than 5 years,1,Moderate-term on-the-job training,2,Non-STEM,1
0,USA, United States,Nov-40,"Property, Real Estate, and Community Association Managers",broad,174410,1.1,,,32.81,68240,0.8,13.7,18.83,26.63,38.59,59.51,28490,39160,55380,80270,123790,,,0,0-11-9140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0,USA, United States,Nov-41,"Property, Real Estate, and Community Association Managers",detailed,174410,1.1,,,32.81,68240,0.8,13.7,18.83,26.63,38.59,59.51,28490,39160,55380,80270,123790,,,0,0-11-9141,2014,313800,2024,339100,25300,8.1,7990,11-0000,Management ,Nov-00,Other Management Occupations,"Plan, direct, or coordinate the selling, buying, leasing, or governance activities of commercial, industrial, or residential real estate properties. Includes managers of homeowner and condominium associations, rented or leased housing units, buildings, or land (including rights-of-way).",11-Nov,13-1022,13-2021,13-2072,39-7012,41-3011,41-9021,41-9022,43-1011,43-3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Administrative Services Managers,"Wholesale and Retail Buyers, Except Farm Products",Appraisers and Assessors of Real Estate,Loan Officers,Travel Guides,Advertising Sales Agents,Real Estate Brokers,Real Estate Sales Agents,First-Line Supervisors of Office and Administrative Support Workers,Procurement Clerks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,High school diploma or equivalent,1,Less than 5 years,1,None,0,Non-STEM,1
0,USA, United States,Nov-50,Social and Community Service Managers,broad,119770,0.8,,,33.38,69430,0.4,18.64,23.52,30.54,40.47,52.39,38770,48920,63530,84180,108960,,,0,0-11-9150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
0,USA, United States,Nov-51,Social and Community Service Managers,detailed,119770,0.8,,,33.38,69430,0.4,18.64,23.52,30.54,40.47,52.39,38770,48920,63530,84180,108960,,,0,0-11-9151,2014,138500,2024,151700,13200,9.5,4980,11-0000,Management ,Nov-00,Other Management Occupations,"Plan, direct, or coordinate the activities of a social service program or community outreach organization. Oversee the program or organization's budget and policies regarding participant involvement, program requirements, and benefits. Work may involve directing social workers, counselors, or probation officers.",21-Nov,Nov-31,Nov-31,Nov-32,Nov-33,11-Nov,Nov-61,13-1151,21-1021,21-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Human Resources Managers,Training and Development Managers,"Education Administrators, Preschool and Childcare Center/Program","Education Administrators, Elementary and Secondary School","Education Administrators, Postsecondary",Medical and Health Services Managers,Emergency Management Directors,Training and Development Specialists,"Child, Family, and School Social Workers",Clergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Bachelor's degree,5,5 years or more,2,None,0,Non-STEM,1
0,USA, United States,Nov-60,Emergency Management Directors,broad,9840,1.7,,,35.46,73750,1.2,16.35,22.95,32.37,44.95,61.14,34000,47730,67330,93490,127180,,,0,0-11-9160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
